,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,svalue
Cd82,8911.26437330226,-0.262701175797147,0.106013691433635,-2.79747942979521,0.00515030466235321,0.0118794553628485,0.821754678873281
Ctsz,5755.37680875906,-0.263868730025915,0.0536381951002958,-5.09610000400718,3.46722019342029e-07,1.76763422010352e-06,0.906935560490377
Tomm34,1044.42084150659,-0.264718405686828,0.0549280372628253,-5.00069229959644,5.71248191940196e-07,2.78228472056587e-06,0.880841525655497
Fam171a1,5149.84417136254,-0.266139891214147,0.0690623921874002,-4.07856131633407,4.53152515087217e-05,0.0001631648164885,0.907633045583062
Optn,274.279200348476,-0.268187265883097,0.114673310054761,-2.6854188959093,0.00724389533365106,0.0159981575081241,0.809976353694739
Fnbp1,2309.56684267795,-0.27037193389926,0.070545473924742,-4.06588171395219,4.7851202897078e-05,0.000171729152502343,0.898505017146564
Tmem62,311.346817233813,-0.27071876925235,0.0882954118694099,-3.34964030381216,0.000809165636032546,0.00223493597192787,0.848381835807697
Sh3glb2,995.881135945682,-0.273404709637645,0.0708613898058566,-4.09540344561784,4.21433842089486e-05,0.000152246464145572,0.898265642187004
Metap1d,649.982266405597,-0.274223881670043,0.119997119975513,-2.65174630784545,0.00800766833712428,0.0175429039273144,0.800760426341229
Pxmp4,640.985574177952,-0.276490049608298,0.0769292537650598,-3.85194051968454,0.000117185490744237,0.00038859991003636,0.909852941039268
1110034G24Rik,171.4753908584,-0.27960544812706,0.111662007332987,-2.85745893465824,0.0042704788870044,0.0100846157266706,0.811223773690513
Ttbk2,1069.12089422663,-0.279643808919098,0.0686037210287849,-4.31236412882478,1.61518140313704e-05,6.18302775727198e-05,0.915915462548323
Mfap1a,2818.49082473907,-0.279820558904978,0.0493234270972964,-5.8480708563241,4.97306723759741e-09,3.21042387941939e-08,0.906227461494108
Pacsin3,578.993111059214,-0.283242692890559,0.0774306402541152,-3.92400853496721,8.70876478771889e-05,0.00029598948234895,0.896309212229062
Fitm2,403.982787924891,-0.283768656012089,0.12716993380848,-2.62600512224843,0.00863935172866306,0.0186275350513269,0.788032591971878
Gm14440,922.688774192871,-0.284414087397406,0.107389318556927,-2.997012224085,0.00272639780562565,0.00669932433769727,0.816445243776742
Ncoa3,2997.42857891541,-0.285846816016602,0.0653506955372919,-4.6056734099714,4.11133209457837e-06,1.77994575999405e-05,0.879172639460196
Elmo2,3047.12713495511,-0.28765299170196,0.0600215885460668,-5.0086006718786,5.48271952248475e-07,2.68235291436361e-06,0.908611509083241
Bcl2l1,1609.51910611701,-0.28828668317226,0.042960935189973,-6.86936614323474,6.44877952405938e-12,6.22621102721131e-11,0.89921643057778
Npdc1,2652.69684243657,-0.290289207815624,0.0706907052028916,-4.35877053174808,1.30795166663086e-05,5.15153526460023e-05,0.872944424999381
Pter,319.510841325653,-0.290418384786172,0.0951085810002626,-3.37689220451486,0.000733097740797214,0.0020455489391554,0.833775076251601
Strbp,209.807414072812,-0.290599398422769,0.107576567380639,-3.05746268380983,0.00223219432348732,0.00558560552046941,0.814869666470584
Baz2b,2075.88731432415,-0.290903528892888,0.0630485048384875,-4.84259006738675,1.28157512168438e-06,5.92456973626126e-06,0.917206587883474
Dtd1,503.371966816561,-0.290916804742919,0.0726986128218483,-4.26076418622752,2.03729103239372e-05,7.664429366695e-05,0.89717433203168
2900097C17Rik,8717.43288986039,-0.297378620070087,0.0547418697213092,-5.63848214062172,1.71555609058817e-08,1.03981760823983e-07,0.914752237721917
Surf1,1112.08036631617,-0.299309293564088,0.074580179776953,-4.28588126816693,1.82016187019045e-05,6.89512708464509e-05,0.909947040265741
Ttc30a2,153.759992082556,-0.299892126358175,0.143724821806665,-2.53715185234682,0.0111758465712148,0.0234477857869141,0.764929921806638
Adamtsl2,16908.9754208453,-0.300406464118252,0.15256967710696,-2.43861201849838,0.014743788320266,0.029623338963923,0.752095839004278
Pygb,2290.31752143233,-0.30066521887296,0.0865011509109986,-3.78563297685743,0.000153317820837801,0.000496349384374008,0.845945115311749
8430427H17Rik,621.532281638216,-0.301838892619441,0.0986899480623118,-3.40367377160173,0.000664861077863145,0.001884060872594,0.827112754658503
Zscan29,793.024230302273,-0.304125312200498,0.0625252288094787,-5.10182069520303,3.36401391380224e-07,1.72307003753908e-06,0.90273874247416
Napb,98.9359264172783,-0.304305829872225,0.153851635988677,-2.45501794596679,0.0140877555294159,0.0286748904525985,0.749213318866743
Dnmt3b,151.357352141733,-0.305126894229312,0.156111085489548,-2.4372708817291,0.0147985890017298,0.0296787878692779,0.743242451027315
Cebpb,9155.88432629673,-0.305389106249983,0.128822244888275,-2.79490911912228,0.00519143069707086,0.0119490525116125,0.782693363963947
Cat,2799.69906694022,-0.305919692205435,0.0379569474647551,-8.2106706902895,2.19956377386289e-16,4.06732894454986e-15,0.911517194435466
Nebl,3562.36707886411,-0.307180938447154,0.169327877574574,-2.32568732839046,0.0200352369773249,0.0387561055713856,0.728710859124864
Olfr1033,385.145578898629,-0.307320566120369,0.139357081725176,-2.65540910265814,0.00792122782548224,0.0173884498140868,0.767464357849608
Phf21a,1701.87314622185,-0.307607276758978,0.0479899556177171,-6.59917056228796,4.13464418817256e-11,3.66739577991566e-10,0.902518943022124
Mfap1b,2361.8206203352,-0.30777247989551,0.0521099269702442,-6.11056537697155,9.92787970174553e-10,7.02622218120582e-09,0.906125423911403
Lpin3,838.08967770356,-0.307791233741135,0.100535832518583,-3.41795147216691,0.000630943554549118,0.00179728307575219,0.822488198713278
Cd59a,1078.94223743519,-0.309921526584151,0.0921785735279306,-3.69750987500461,0.00021772475228606,0.000676745597561515,0.836298414752524
Acvr2a,2142.71195775005,-0.31053280837374,0.0890727956816785,-3.8132201559515,0.000137167822497775,0.000449399682717935,0.841122034207329
Cd302,4462.76102695304,-0.310995506218524,0.0833916065867622,-4.03981920385373,5.34924204377099e-05,0.000188258808701747,0.855734556144782
Lrp4,17361.092324094,-0.316640391743004,0.145889887874182,-2.64561209315844,0.0081543265311779,0.0177572260389523,0.759020400391827
Cass4,1310.34342509895,-0.318115834366408,0.120875253835058,-3.05145969158918,0.00227731623214587,0.00567249317185193,0.791112021290764
Ppapdc3,270.068811103826,-0.318295483177958,0.0930866386923415,-3.76540407497163,0.000166279953107645,0.000536720203669943,0.831502469872231
Nr4a2,6393.73118769989,-0.321473359013954,0.194976886360386,-2.22736977659233,0.0259225706245858,0.0484272680675053,0.695182342904555
Dstn,6585.7618926102,-0.328085300458387,0.0709138022979741,-4.91160967528955,9.03317370287779e-07,4.24792780596537e-06,0.8819825780774
Taf4a,854.98431612028,-0.329277952006252,0.0868825161609574,-4.12748798097134,3.66747593946235e-05,0.000133819941470014,0.841414089291507
Slc25a25,4202.48061277381,-0.332026321259563,0.122725623995499,-3.14416594570468,0.00166560957600634,0.00433694522057975,0.785396181937195
Bcl2l11,910.65268611474,-0.332376675897993,0.0774614362789192,-4.60111652245187,4.20232248457977e-06,1.81214775916068e-05,0.88451039434348
Mamdc4,143.372217114953,-0.334450987605731,0.20765047738921,-2.22924628807309,0.025797522254591,0.0482763238074765,0.667030410421284
Spg11,2020.70255329181,-0.334916424613912,0.0490720630980667,-7.03504893513767,1.99191082918665e-12,2.13056344572808e-11,0.91398730266658
Tmx4,1441.33375760353,-0.340383924727228,0.0839192800922446,-4.39354643118081,1.11516358133385e-05,4.47295392365893e-05,0.84342879233136
Ralgds,2759.16606037867,-0.34079946786833,0.0815741001006511,-4.50802898993249,6.54326373919114e-06,2.72469493872425e-05,0.847578205962155
Taf3,599.191408856625,-0.340943194777938,0.0872484198139879,-4.25614333304683,2.07983399729371e-05,7.79759069088465e-05,0.838444315682733
Ivd,2985.09671800708,-0.344789952120825,0.116613043611166,-3.39221859295675,0.000693291062024526,0.00195953510017813,0.793115742732738
Acss2,866.124341216799,-0.352763958256448,0.0719319443178606,-5.2101692602143,1.88668429902763e-07,9.97857086541648e-07,0.90530105880854
Fam65c,240.570224287326,-0.358344285963504,0.1226330361653,-3.38516695082051,0.000711349748462783,0.0019950708883622,0.781038745731876
4921531C22Rik,72.0789869936205,-0.360735908565665,0.19891754836317,-2.44571600809051,0.0144564821703887,0.0292074482368408,0.676967190446188
Arhgap15,104.900541643742,-0.360838082005824,0.156759966451747,-2.84767438032547,0.00440399593668476,0.0103328162729529,0.736176343768843
Pofut1,3309.17911926558,-0.365002048516558,0.0544578872949054,-6.94917148454677,3.67437690805026e-12,3.71180111729891e-11,0.908901018558162
St6galnac6,1771.37801140995,-0.365512470767033,0.0605783692307233,-6.30483874295272,2.88494103560969e-10,2.26436738838142e-09,0.877456341725255
Slc2a4rg-ps,238.394440166767,-0.368445091078444,0.165443406872539,-2.79890556315062,0.00512761315529191,0.0118521736280158,0.718075268787271
Wdsub1,1171.68848292788,-0.373813639604517,0.0523386405200096,-7.38387569299966,1.53747000549881e-13,1.95044159999908e-12,0.883888646802933
Zc3h6,457.247114347371,-0.381117384127949,0.13520539572413,-3.33204602842095,0.000862099963460772,0.0023691462471932,0.76035915791081
Wipf1,2542.88808305982,-0.381432933767101,0.0765553652149833,-5.32082796750237,1.03296047900172e-07,5.74979531934121e-07,0.850224417664201
Dhtkd1,161.665649184822,-0.382654876035618,0.191306766166785,-2.63970468941051,0.00829782973727795,0.0179978772234001,0.681720254296024
Sema6d,566.506042282473,-0.383247269182606,0.131185447070424,-3.42610950607215,0.000612293473551737,0.00175906426514644,0.76428765841408
Slc2a8,761.64746456491,-0.390026804669496,0.0859705285581892,-4.91204919320793,9.01294315979763e-07,4.24792780596537e-06,0.829840758529751
BC029214,432.366564611203,-0.391860874877253,0.110238558243189,-4.00769647020256,6.13138500156755e-05,0.000211688007490829,0.791616581579041
Gm13889,7925.34770916674,-0.394844941885898,0.228827544699545,-2.4525908535921,0.0141831557728214,0.0288153127526037,0.592076960059416
Adal,387.81502626094,-0.394846625147354,0.0962675382509209,-4.51322677799089,6.38486869522455e-06,2.66892404080076e-05,0.812861745283693
Zak,3128.2224192783,-0.399146024131412,0.050769134769304,-8.10422437278907,5.30830639870366e-16,9.19263854124713e-15,0.914667917482275
Echdc3,190.776476846477,-0.400340430132059,0.13914308875547,-3.41387892936017,0.000640450289999412,0.00181961267288895,0.747007065932253
Cds2,5276.17804562223,-0.401437546588137,0.0859759173940326,-5.04912648389479,4.43834815690786e-07,2.21106750647785e-06,0.827458529149183
Sestd1,2280.40562462283,-0.402293204951076,0.0511708752264599,-8.10631827577049,5.21766599110012e-16,9.19263854124713e-15,0.913033532837278
Mgme1,382.681226160976,-0.414304825761163,0.112633937169935,-4.14940803182078,3.33336176379228e-05,0.000122447733478026,0.782144610078647
Cry2,1528.3539543369,-0.414450627073639,0.196482336251634,-2.78803060199035,0.00530295342645411,0.0121800467121293,0.652339967093621
Lime1,801.449017783237,-0.418467056383303,0.124972539472343,-3.85729976984028,0.000114646526171331,0.000381339512356468,0.763641875833776
Ttl,1138.42297231323,-0.419199160966825,0.0721560394545377,-6.14305822362779,8.09475943791503e-10,5.87272152054022e-09,0.849440252311657
Angptl2,7617.03231820502,-0.420109410990512,0.114585584837607,-4.14556307312602,3.38979671950367e-05,0.00012410296043552,0.779358737164475
Pla2r1,4651.8262898165,-0.421314580580773,0.0795793986384172,-5.65635281357959,1.54623457851278e-08,9.47720182672719e-08,0.834094739566502
Smox,600.646490699772,-0.421388613606766,0.0762213067282942,-5.87791492631477,4.15466329348812e-09,2.69805812690211e-08,0.840828901429114
Sqrdl,2733.42219326129,-0.421810886397034,0.0606649117909267,-7.24046149884804,4.47160519846185e-13,5.30274051252379e-12,0.908997114530147
Arfrp1,1011.53484559191,-0.427813591300455,0.0623710948582122,-7.15394048214221,8.43216376678363e-13,9.48401099954736e-12,0.916323244010261
Dpp7,1231.57352158615,-0.438100501833007,0.0752015724298766,-6.17250376179486,6.72169283615552e-10,4.95497762449032e-09,0.838746288924448
Zer1,1984.14094502713,-0.438136287763916,0.0705766877607434,-6.53641749694799,6.30098701621137e-11,5.3681035358963e-10,0.847037703146418
Rem1,1186.52621175515,-0.439322019269228,0.102359984605175,-4.7374063490947,2.16470837674734e-06,9.75907784723697e-06,0.792118710252109
Ttc30b,528.411932181242,-0.440183917567292,0.0957815531649052,-5.01879145439715,5.19975592136892e-07,2.55537554514121e-06,0.803034850669623
Slc12a6,2041.95150992712,-0.440212639229709,0.0598034711754984,-7.64478461251103,2.09295375322126e-14,2.92745198046718e-13,0.901178997221741
Pomt1,1295.29506760483,-0.441190516387844,0.0766319174004892,-6.10969361523877,9.98225882756097e-10,7.02622218120582e-09,0.835361191936222
Sulf2,3902.67302676861,-0.446094452737819,0.212708633883066,-2.83557689744779,0.00457430015131925,0.0107093593671444,0.599554605954607
Ddrgk1,2091.35958031273,-0.458396944531857,0.0612340643479476,-7.77368894279283,7.62328051498867e-15,1.22308809439009e-13,0.900380213134618
Fam210b,2837.87405841364,-0.459893024479371,0.139081804613388,-3.87000949916453,0.000108831112690183,0.000365337673676891,0.729561132720004
Garnl3,528.35241294405,-0.464517409282144,0.112201430766001,-4.62072686469727,3.82397937343343e-06,1.66878459856635e-05,0.770556575791574
Olfm1,1446.10216031609,-0.47013012564602,0.0655844328955913,-7.47205861935846,7.89498209493129e-14,1.02465142248215e-12,0.853031115118534
Fbln7,482.880547635493,-0.476007525854395,0.18519555936985,-3.26253440670338,0.00110420767914547,0.00295906943535012,0.645232467568093
Pcmtd2,1269.32970289872,-0.478394161028854,0.0862099118766114,-5.93463320701938,2.94503143041218e-09,1.94197532317797e-08,0.808287254620982
Dhrs9,40.649622538757,-0.480169741872546,0.254423396907115,-2.74171493297726,0.00611193593666477,0.0137771117911183,0.482038825381101
Btbd3,2332.66047124596,-0.486663158112628,0.0883909773748094,-5.89780726225925,3.68363889314468e-09,2.4064970254017e-08,0.802131340820296
Bfsp1,93.5281063035875,-0.489836563242854,0.200218831989485,-3.18250896163007,0.00146004997364923,0.00386629738167793,0.593972159314461
Slc43a3,24133.0983774752,-0.495903703303209,0.131956874692045,-4.30381540757011,1.67881557163361e-05,6.40415310717575e-05,0.727855245474777
Scn7a,11952.4531723746,-0.503643242493373,0.109893241979512,-5.05187945236154,4.37483788254257e-07,2.18942574763942e-06,0.761683124294456
Bmf,1614.14190693092,-0.504236597237323,0.114295368437421,-4.89632559670666,9.76452287894998e-07,4.5526044704848e-06,0.75280614772248
Fgf7,3426.68528698349,-0.504555949898425,0.0724754264078254,-7.28338109145763,3.25555880639044e-13,3.99080298626064e-12,0.825715686009299
Prnp,3991.93293824641,-0.51137197706125,0.0755407836017482,-7.1011628005832,1.23711540336026e-12,1.36332616673338e-11,0.818377399104941
Ebf4,242.864309304164,-0.520711175575799,0.155404450789854,-3.97115481741167,7.15250778945923e-05,0.000245389496801887,0.679361333054805
Rin2,5190.98528883964,-0.520860729945798,0.109325257143729,-5.22659702010294,1.72658239349443e-07,9.32525441238824e-07,0.754214627438985
Pkp4,806.289943476764,-0.526243299445798,0.0880756482736094,-6.3518636573709,2.12721829142529e-10,1.68173562024999e-09,0.788552119854245
Snx21,709.464312972255,-0.52798301524399,0.109222070696696,-5.29367886519664,1.19879874822514e-07,6.60550219350315e-07,0.75138143739652
Sp3os,101.056225541155,-0.529263389870767,0.171824901937126,-3.75146319792895,0.000175805561887456,0.000562474686273356,0.639342492177701
Pdk1,354.594177948892,-0.530014507398529,0.116534809118681,-5.03467943554188,4.78649141751379e-07,2.37366460750343e-06,0.739364196619248
Scn2a1,480.737474434914,-0.532302873899593,0.0886314856804895,-6.38239927172465,1.7433469845463e-10,1.38831500740147e-09,0.784323163115486
Olfr1034,23.5397852652756,-0.533532944538594,0.316648933256921,-2.70869779696707,0.00675478351132937,0.0150704883657676,0.346779195594987
Gm14057,72.3336357596933,-0.535214769637172,0.229872007179114,-3.15904858066897,0.00158285102982549,0.00416118186395088,0.490856686406465
Gpsm1,2630.34383122427,-0.539145375926926,0.0820766333704472,-6.9152798481983,4.66940665909947e-12,4.63120242279774e-11,0.795566977870902
Fam73b,1466.2924118697,-0.539999847028396,0.0921305538366951,-6.24868987190185,4.13909840259554e-10,3.11431472912534e-09,0.777652749705173
Nfatc2,76.0398695909217,-0.546615767523232,0.198808066162799,-3.50206315318221,0.000461670174532566,0.00136326750091926,0.547927744687134
Defb25,11.6953931606801,-0.548897084054061,0.417033895114841,-2.5281849787155,0.0114653926621996,0.0239631099510723,0.25744727570184
Uck1,1637.89139803957,-0.54929171268171,0.0822297276199846,-7.02223108548609,2.18352993731837e-12,2.31284578797509e-11,0.792618424845959
Spef1,343.344515091725,-0.549966098970013,0.105773930613938,-5.63749301950076,1.72543596878207e-08,1.04002797897306e-07,0.747746783500511
Ntng2,514.264641749807,-0.550274376245479,0.112584619023408,-5.35238903469209,8.68005323220374e-08,4.93225941475744e-07,0.737779948643838
Lzts3,714.123106518847,-0.554184772527831,0.0721650246533106,-7.97711662089534,1.49791283166167e-15,2.47609530203467e-14,0.810809790738583
Mertk,1178.27809292296,-0.557302392739063,0.142659652011612,-4.4815154668464,7.41148604793513e-06,3.05129482199895e-05,0.68404517577237
Matn4,611.604215193601,-0.564435486433993,0.167087072107454,-4.03602574051034,5.436425427232e-05,0.000190100645548401,0.615438207089382
Fam110a,833.897250286512,-0.567806228061401,0.145108213982454,-4.49470959654291,6.96649551035651e-06,2.87895704613597e-05,0.670826572874284
Ppip5k1,1056.87901097023,-0.569406461936812,0.079399252765891,-7.49206466381976,6.77985025672637e-14,8.91182726516683e-13,0.789069107270537
Atp9a,1317.83535708558,-0.569522974221549,0.0813223578786055,-7.33189755116407,2.26916541292188e-13,2.84558559252617e-12,0.784861010451496
Itga8,29751.5148891111,-0.571689595124141,0.148235102266079,-4.44887194546069,8.63224600072924e-06,3.50103360103925e-05,0.656472107347554
Cst3,39580.4873085468,-0.579844560014804,0.0691383158453332,-8.65957677702209,4.73519022137241e-18,1.03321850630346e-16,0.80871233831235
Zhx3,1748.84249423809,-0.584742017146024,0.101446714105196,-6.169256710446,6.86117569660714e-10,5.02385415100563e-09,0.7409294479183
Jmjd7-pla2g4b,297.33027892404,-0.592472417089371,0.12952530407159,-5.09020657601613,3.57673645037844e-07,1.81416493643967e-06,0.688595291748764
Gpr155,704.141369315864,-0.59484420751319,0.112016982319413,-5.75477009568094,8.67597867499351e-09,5.50319345024297e-08,0.712439305189433
Fam69b,199.178156518722,-0.601088921166582,0.162997667505862,-4.32831341290655,1.50255549988312e-05,5.81307819281023e-05,0.580336547133968
Ralgps1,124.545371061563,-0.603283910239602,0.179792681948866,-4.05470278010163,5.01980883165537e-05,0.000178974229912942,0.533599649131199
Casc4,3621.31502172369,-0.606080965744337,0.105862282025135,-6.13947884382814,8.27926490968598e-10,5.94255132662329e-09,0.72081140195395
Sord,1224.54977316988,-0.60613977289241,0.103345957424137,-6.2689224356383,3.63555157636884e-10,2.75443525681834e-09,0.726127749196492
Ccdc3,141.724451912656,-0.607399555837946,0.266129760330749,-3.23466934677783,0.00121783675998912,0.00324855722530105,0.364280328111012
Dnm1,4400.4199437645,-0.619814962162128,0.102896482919348,-6.41999699728323,1.36277033176677e-10,1.11788152778763e-09,0.718993237854026
Pax1,76.9563834832282,-0.620961276130581,0.219162015746878,-3.66041695110046,0.000251805161034441,0.000773857551235424,0.440637454939156
Cd40,1092.73284924141,-0.623592778710401,0.122311462884682,-5.57437507485377,2.48419994511485e-08,1.45713018286037e-07,0.678168696379694
Tspan18,953.22072468593,-0.630418600573001,0.107062419204153,-6.29814107288534,3.01236299732756e-10,2.31442819020026e-09,0.702529531221085
Soga1,9398.77270959395,-0.63351391918239,0.0862571775643822,-7.66628558479966,1.77048744824048e-14,2.54158132372416e-13,0.745514542541426
Map1lc3a,2254.6494034801,-0.638941985804944,0.0550628215547377,-11.7999921835247,3.90347715412932e-32,2.50511386773829e-30,0.819517289905349
Adam33,359.821470087411,-0.639823243650737,0.321489287074221,-3.08479125048108,0.00203695064352196,0.00515617900715187,0.268279158968622
Bmyc,503.506293983897,-0.647619531702431,0.0936505823631854,-7.26322524280006,3.77967754289296e-13,4.58180911032913e-12,0.723495074562535
Dpp4,541.542470635084,-0.657143971675344,0.389840158415622,-2.91854215690005,0.00351672319911456,0.00842101043775289,0.211810761628119
Cdh4,207.711458378752,-0.681691622706419,0.156058604668126,-4.96877497906307,6.73772025225701e-07,3.23826114326538e-06,0.499403084502
Slc24a3,1453.71126229962,-0.684741489885325,0.109767862615328,-6.64469262757449,3.03850492100346e-11,2.73967675108659e-10,0.650940573185335
Nkain4,280.248287661256,-0.686042936645624,0.114680381310822,-6.40921766665803,1.46268243137659e-10,1.19088547211333e-09,0.6408321529664
Plxdc2,32111.5532706783,-0.68898478647235,0.0967893974121394,-7.47059869197408,7.98307707708369e-14,1.02465142248215e-12,0.69410359370882
Gm13375,392.35091157458,-0.689977095108915,0.167542478270859,-4.76402816088424,1.89766003501624e-06,8.62644624251132e-06,0.469885419245346
Hspa12b,625.848685682705,-0.691189979276457,0.103381391057603,-7.06490457452495,1.60726405271486e-12,1.7361634470415e-11,0.669570760324565
Osbpl6,469.15147297595,-0.693283574506812,0.0805834873069419,-8.89004661026392,6.1083280285326e-19,1.38837205815189e-17,0.725255758503166
Cdnf,76.4292277826285,-0.699884070579864,0.225368917805974,-3.96217112181692,7.42712754585397e-05,0.000253218629766459,0.328350332963198
Hnmt,211.867811023629,-0.710408273796619,0.162381766885206,-4.99817852368262,5.78743927570367e-07,2.80626499990787e-06,0.453988316329332
Gm3230,21.3404598955547,-0.717172339106116,0.354866585607524,-3.21550552133193,0.00130214989874155,0.00346498912079764,0.199926442022641
Cdh22,302.717918666696,-0.718778286174724,0.195550775423091,-4.42842151325613,9.49252494534817e-06,3.83568322791661e-05,0.355642247644271
Bpifa2,357.474262183051,-0.730775601543119,0.41881522025922,-3.05642381080526,0.00223994398966896,0.00559217137924217,0.182420618348141
Msrb2,423.400631936277,-0.736124083960176,0.100974463474905,-7.65848159640154,1.8814419458438e-14,2.66578332846181e-13,0.613734176620879
Otud1,710.832212635668,-0.738640803503921,0.0905930200535212,-8.48063385198584,2.2397040633982e-17,4.52503172808785e-16,0.653728130281974
C1ql3,9.2664209716712,-0.743685054670053,0.521885579107607,-2.87502604116338,0.00403994176337319,0.00958168796486989,0.164714421564274
Col20a1,326.714783718792,-0.74436544940028,0.175039137964352,-4.92594995513217,8.3951483990801e-07,3.98222039278104e-06,0.368516877109768
Camk1d,178.678313509372,-0.746882785723328,0.196590946754153,-4.5564596886435,5.20230175971271e-06,2.20844794546559e-05,0.31403750646351
Bmp2,228.332316395818,-0.751957292578724,0.169418275623582,-5.08941240299041,3.59174726187872e-07,1.81416493643967e-06,0.372693586267045
Dzank1,177.27596758171,-0.786171480424369,0.143010266281494,-6.04350525862861,1.50801458469774e-09,1.04129361512989e-08,0.376837671313148
Kcnb1,1868.70323683634,-0.789036015171206,0.0779490914102624,-10.4113562516676,2.20063859231466e-25,9.23421809313573e-24,0.630139760737587
Bmp7,353.288852449869,-0.807995426817498,0.162808152571601,-5.59286329063453,2.23355156323821e-08,1.32435041059396e-07,0.28912558103634
Gata5os,17.0397607925586,-0.812879364583645,0.486261075840608,-3.10351281411665,0.00191237953218211,0.00489766683007202,0.140835176441261
Cybrd1,116.833748339229,-0.827321757248142,0.273165419705988,-4.05021718056532,5.11701199524516e-05,0.000181845605433631,0.17652473214752
Lamc3,1853.1958057537,-0.83474687956114,0.114626815434273,-7.72839099529314,1.08914386245152e-14,1.69750850562086e-13,0.359987679215144
Pamr1,8117.08630846073,-0.847650406049567,0.0914155624064358,-9.63315038992419,5.79257532610264e-22,1.7080269407508e-20,0.419496854856058
Lcmt2,734.46170276446,-0.848607533774616,0.134963989305618,-6.81816721526678,9.22092805337918e-12,8.82458991775148e-11,0.2735938074217
A530013C23Rik,39.6262519842283,-0.855302690098812,0.333527155595016,-3.74602639095256,0.000179657699319696,0.000573118567128036,0.14669897627265
Scn3a,4612.00278786855,-0.869282256687001,0.119626977055475,-7.74531874313545,9.53423703090188e-15,1.50751486966869e-13,0.262898926810051
D630003M21Rik,571.951312280979,-0.907254070733995,0.157288424413104,-6.40417638054867,1.51183257834501e-10,1.22178469849956e-09,0.170596032640138
Abca2,2047.32978478452,-0.92654071458274,0.0398934603887001,-23.4012547393488,4.14969876035991e-121,1.50910711585089e-118,0.466773737449442
C1qtnf4,25.9840716248941,-0.930092500365865,0.345232105503526,-3.90854391492787,9.28540704832918e-05,0.000313634027545732,0.117959405192568
Capn3,46.858037410551,-0.951538567637814,0.358308336104295,-3.89900415426052,9.65891177075171e-05,0.000325242985860806,0.112423476939646
Olfml2a,175.854108144577,-0.97371569034368,0.291844001875465,-4.42058235763528,9.8435259929773e-06,3.9628364790916e-05,0.0904640467659563
Mpped2,18.2965493951241,-0.994956383939128,0.458755088946542,-3.58943646770133,0.00033139358210888,0.00100430666133552,0.084819711007893
Angpt4,165.074314039801,-1.03036342975004,0.166945563867301,-6.87617369213104,6.14815321470702e-12,5.98895996182622e-11,0.0646270581079633
Thbd,23548.9000825724,-1.08009680624391,0.112752961187358,-10.0896941238759,6.13604194072334e-24,2.23147391910972e-22,0.0425442481385774
E030013I19Rik,268.709809964315,-1.08945267990004,0.182866958238909,-6.7196113477695,1.822099020803e-11,1.65659169308006e-10,0.0520303755007382
Cutal,135.202831099649,-1.11609651708572,0.184651063632937,-6.81081497955577,9.70473796579439e-12,9.20684271363625e-11,0.0483900990820198
Entpd2,3195.09392472541,-1.1173618361057,0.251218203452893,-5.41206783183882,6.23010785615075e-08,3.57739351108446e-07,0.0557000023745885
Duox1,10.6512889618623,-1.11854541973765,1.03098178601038,-2.91288852377133,0.00358102414322103,0.0085303435376728,0.101610711717433
Proser2,27.2111600804986,-1.14158092816731,0.375340746954872,-4.29898639158886,1.71581006171483e-05,6.52246960742465e-05,0.0597578736231487
Mafb,1151.08221314734,-1.14777414456147,0.138708130514789,-8.87879543491639,6.75882756371209e-19,1.50487364734896e-17,0.0153639387192445
Ypel4,115.241833496243,-1.20457520719481,0.260869758380458,-5.58644433225779,2.31765793311028e-08,1.36679178649909e-07,0.036966449947431
Rapgef4,60.2137452351683,-1.25040977387081,0.291039880389236,-5.32484162613991,1.01041035169939e-07,5.6531163779694e-07,0.0317321043283008
Gsn,923576.020715091,-1.37305442772651,0.126150067343288,-11.3368668824885,8.61746823623744e-30,4.27348083897048e-28,5.53241611518334e-05
Itih2,234.545932957406,-1.4176261621846,0.201313475606073,-7.71129109995473,1.24551201655262e-14,1.91387832402663e-13,0.000985421111004339
Wfdc16,21.0824550963525,-1.45888429878922,0.525040481325276,-4.17196994303008,3.01977478769849e-05,0.00011130318558713,0.034248637973234
Edn3,306.032971042834,-1.94032323842749,0.1651057334397,-12.0096090432921,3.16336985649904e-33,2.46516893817175e-31,5.94275958519965e-10
